Timestamp,Receive port,Protocol,Service,Original bytes,Receive bytes,State,Label
2018-09-06 09:43:43,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:43:50,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:43:58,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:44:15,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 09:44:33,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:44:40,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:44:48,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 09:45:08,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 09:45:29,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 09:45:52,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:45:59,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:46:07,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 09:46:27,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:46:34,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:46:43,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:47:00,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:47:17,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:47:24,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:47:33,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 09:47:53,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 09:48:16,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:48:23,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:48:32,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 09:48:52,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 09:49:12,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:49:19,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 09:49:39,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:49:46,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:49:55,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:50:12,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:50:29,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:50:36,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:50:45,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:51:01,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 09:51:19,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:51:26,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:51:35,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 09:51:55,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 09:52:16,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:52:23,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:52:32,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:52:48,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:53:06,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:53:13,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:53:22,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:53:38,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:53:56,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:54:03,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:54:12,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 09:54:32,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 09:54:52,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 09:55:12,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:55:19,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 09:55:39,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 09:56:02,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 09:56:26,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:56:33,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:56:41,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:56:58,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:57:16,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:57:23,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:57:31,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:57:48,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 09:58:06,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:58:13,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:58:21,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:58:38,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:58:56,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 09:59:16,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 09:59:36,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:59:43,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 09:59:51,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:00:08,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:00:26,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:00:33,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:00:41,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:00:58,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:01:16,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:01:23,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 10:01:44,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:01:51,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:01:59,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:02:16,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:02:34,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:02:41,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:02:49,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:03:06,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:03:24,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:03:31,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:03:39,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:03:56,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 10:04:14,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:04:21,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:04:29,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:04:46,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:05:04,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 10:05:24,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:05:31,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 10:05:51,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:05:58,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:06:06,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 10:06:27,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 10:06:50,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 10:07:13,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 10:07:36,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:07:43,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:07:51,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:08:08,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:08:26,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:08:33,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:08:42,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:08:59,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:09:16,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:09:23,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:09:32,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:09:48,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:10:06,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 10:10:26,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 10:10:46,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 10:11:08,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:11:15,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:11:23,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:11:40,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:11:58,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:12:05,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:12:13,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:12:30,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:12:48,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 10:13:09,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:13:16,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:13:24,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:13:41,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 10:13:59,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:14:06,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:14:14,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:14:31,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 10:14:49,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:14:56,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 10:15:16,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 10:15:39,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:15:46,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:15:55,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:16:11,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 10:16:29,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:16:36,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:16:45,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:17:02,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:17:19,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:17:27,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:17:35,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:17:52,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:18:09,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:18:17,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:18:25,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:18:42,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 10:18:59,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:19:07,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:19:15,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:19:32,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:19:49,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:19:57,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:20:05,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 10:20:25,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:20:32,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:20:41,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:20:57,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:21:15,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:21:22,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:21:31,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:21:47,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:22:05,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:22:12,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:22:20,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 10:22:41,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 10:23:01,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:23:08,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:23:17,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:23:33,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:23:51,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:23:58,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:24:07,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:24:23,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 10:24:41,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:24:48,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:24:57,666.0,tcp,-,0,0,REJ,C&C-HeartBeat
2018-09-06 10:25:17,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:25:24,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:25:32,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:25:49,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:26:07,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:26:14,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:26:22,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:26:39,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:26:57,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:27:04,666.0,tcp,-,0,0,S0,C&C-HeartBeat
2018-09-06 10:27:12,666.0,tcp,-,0,0,S0,C&C-HeartBeat
